epoch,step,train_loss,val_loss
0,49,0.9165242314338684,
0,99,1.276806116104126,
0,149,0.70539790391922,
0,199,1.2783567905426025,
0,249,0.6815105676651001,
0,299,1.0905673503875732,
0,349,0.6091233491897583,
0,399,0.5718955397605896,
0,449,0.7451676726341248,
0,499,0.48182055354118347,
0,515,,0.5636675953865051
1,549,0.6466861963272095,
1,599,0.31164219975471497,
1,649,0.5364452600479126,
1,699,0.7253634333610535,
1,749,0.7724053859710693,
1,799,0.43813347816467285,
1,849,1.0175222158432007,
1,899,0.4750242829322815,
1,949,0.8421065211296082,
1,999,1.004448652267456,
1,1031,,0.4277971684932709
2,1049,0.2804602086544037,
2,1099,0.3457498252391815,
2,1149,0.790986180305481,
2,1199,0.4307492673397064,
2,1249,0.2860493063926697,
2,1299,0.33088746666908264,
2,1349,0.42252665758132935,
2,1399,0.6724662780761719,
2,1449,0.2985877990722656,
2,1499,0.3828236758708954,
2,1547,,0.3794216215610504
3,1549,0.49971097707748413,
3,1599,0.5914771556854248,
3,1649,0.28740525245666504,
3,1699,1.0170772075653076,
3,1749,0.7779315710067749,
3,1799,0.30441102385520935,
3,1849,0.8391537070274353,
3,1899,0.5416412353515625,
3,1949,0.38006287813186646,
3,1999,0.3721565008163452,
3,2049,0.18621359765529633,
3,2063,,0.38208404183387756
4,2099,0.18506288528442383,
4,2149,0.3818954527378082,
4,2199,0.6776853799819946,
4,2249,0.2732640206813812,
4,2299,0.41644763946533203,
4,2349,0.3388036787509918,
4,2399,0.15956401824951172,
4,2449,0.3920787572860718,
4,2499,0.4022715091705322,
4,2549,0.35729220509529114,
4,2579,,0.3678741157054901
5,2599,0.2542119324207306,
5,2649,0.45502525568008423,
5,2699,0.3031849265098572,
5,2749,0.2837502956390381,
5,2799,0.7445231676101685,
5,2849,0.255268394947052,
5,2899,0.7882631421089172,
5,2949,0.3569985032081604,
5,2999,0.5394517779350281,
5,3049,0.44891729950904846,
5,3095,,0.3565492033958435
6,3099,0.45299187302589417,
6,3149,0.26859530806541443,
6,3199,0.4439525604248047,
6,3249,0.4041704535484314,
6,3299,0.5363945960998535,
6,3349,0.5222855806350708,
6,3399,0.47919970750808716,
6,3449,0.3165971040725708,
6,3499,0.515376091003418,
6,3549,0.2426854521036148,
6,3599,0.456184446811676,
6,3611,,0.33922716975212097
7,3649,0.5052499175071716,
7,3699,0.40292903780937195,
7,3749,0.15923570096492767,
7,3799,0.4099442958831787,
7,3849,0.38798660039901733,
7,3899,0.5453962683677673,
7,3949,1.0117863416671753,
7,3999,0.527703046798706,
7,4049,0.743784487247467,
7,4099,0.2557046711444855,
7,4127,,0.327518105506897
8,4149,0.381417453289032,
8,4199,0.5387610793113708,
8,4249,0.48118069767951965,
8,4299,0.1895189732313156,
8,4349,0.2765122056007385,
8,4399,0.38049331307411194,
8,4449,0.5935050249099731,
8,4499,0.18758752942085266,
8,4549,0.40844979882240295,
8,4599,0.47253885865211487,
8,4643,,0.3335683047771454
9,4649,0.3192853629589081,
9,4699,0.6888691782951355,
9,4749,0.6574736833572388,
9,4799,0.30817344784736633,
9,4849,0.2559928596019745,
9,4899,0.32826849818229675,
9,4949,0.3928704261779785,
9,4999,0.26101046800613403,
9,5049,0.3385712504386902,
9,5099,0.27263343334198,
9,5149,0.25946125388145447,
9,5159,,0.32638299465179443
10,5199,0.2687005400657654,
10,5249,0.2322079837322235,
10,5299,0.5704796314239502,
10,5349,0.503551185131073,
10,5399,0.27574363350868225,
10,5449,0.5009145140647888,
10,5499,0.27486419677734375,
10,5549,0.2633681893348694,
10,5599,0.42924684286117554,
10,5649,0.45068681240081787,
10,5675,,0.31616541743278503
11,5699,0.3812676966190338,
11,5749,0.7148515582084656,
11,5799,0.40918540954589844,
11,5849,0.23953232169151306,
11,5899,0.45070764422416687,
11,5949,0.21539007127285004,
11,5999,0.2623820900917053,
11,6049,0.4189881682395935,
11,6099,0.26288142800331116,
11,6149,0.2758621573448181,
11,6191,,0.31566089391708374
12,6199,0.49134594202041626,
12,6249,0.39418259263038635,
12,6299,0.6233901381492615,
12,6349,0.43914443254470825,
12,6399,0.13173846900463104,
12,6449,0.13104209303855896,
12,6499,0.3840312361717224,
12,6549,0.5533382892608643,
12,6599,0.18977749347686768,
12,6649,0.38684946298599243,
12,6699,0.6860584020614624,
12,6707,,0.30640220642089844
13,6749,0.3135586977005005,
13,6799,0.26552706956863403,
13,6849,0.23105362057685852,
13,6899,0.21134497225284576,
13,6949,0.4277409613132477,
13,6999,0.5307700037956238,
13,7049,0.34116417169570923,
13,7099,0.12281966954469681,
13,7149,0.38687458634376526,
13,7199,0.6426222324371338,
13,7223,,0.3081914186477661
14,7249,0.3416530191898346,
14,7299,0.31816795468330383,
14,7349,0.26595064997673035,
14,7399,0.17303377389907837,
14,7449,0.37862950563430786,
14,7499,0.1673937290906906,
14,7549,0.5841435194015503,
14,7599,0.17441606521606445,
14,7649,0.20622864365577698,
14,7699,0.292887419462204,
14,7739,,0.2995414733886719
15,7749,0.335030198097229,
15,7799,0.3873487114906311,
15,7849,0.6749127507209778,
15,7899,0.4694052040576935,
15,7949,0.17781023681163788,
15,7999,0.3014103174209595,
15,8049,0.1434410661458969,
15,8099,0.486666738986969,
15,8149,0.3713463246822357,
15,8199,0.2236901819705963,
15,8249,0.4792223274707794,
15,8255,,0.2969064712524414
16,8299,0.3827192783355713,
16,8349,0.37562093138694763,
16,8399,0.6442693471908569,
16,8449,0.7889862060546875,
16,8499,0.3141985237598419,
16,8549,0.7506505846977234,
16,8599,0.21826696395874023,
16,8649,0.19245298206806183,
16,8699,0.2951039969921112,
16,8749,0.3294588029384613,
16,8771,,0.29052838683128357
17,8799,0.25115281343460083,
17,8849,0.26858729124069214,
17,8899,0.22561326622962952,
17,8949,0.4707079231739044,
17,8999,0.13284996151924133,
17,9049,0.5807919502258301,
17,9099,0.13495855033397675,
17,9149,0.20356816053390503,
17,9199,0.31349408626556396,
17,9249,0.6698554754257202,
17,9287,,0.2938304841518402
18,9299,0.39317646622657776,
18,9349,0.19800178706645966,
18,9399,0.3764495253562927,
18,9449,0.2080947756767273,
18,9499,0.16439683735370636,
18,9549,0.45024144649505615,
18,9599,0.24998869001865387,
18,9649,0.4256899356842041,
18,9699,0.28989964723587036,
18,9749,0.28309303522109985,
18,9799,0.332042396068573,
18,9803,,0.2910110652446747
19,9849,0.1638905107975006,
19,9899,0.3142653703689575,
19,9949,0.36119192838668823,
19,9999,0.19152426719665527,
19,10049,0.2745719850063324,
19,10099,0.13516730070114136,
19,10149,0.15733391046524048,
19,10199,0.7086125016212463,
19,10249,0.2705880403518677,
19,10299,0.2488379180431366,
19,10319,,0.28757745027542114
20,10349,0.37583860754966736,
20,10399,0.1652137041091919,
20,10449,0.1886240392923355,
20,10499,0.2266782522201538,
20,10549,0.47844114899635315,
20,10599,0.23965704441070557,
20,10649,0.27273866534233093,
20,10699,0.15519501268863678,
20,10749,0.30151185393333435,
20,10799,0.3301582634449005,
20,10835,,0.281468003988266
21,10849,0.3327082693576813,
21,10899,0.36953654885292053,
21,10949,0.319571852684021,
21,10999,0.295052170753479,
21,11049,0.47381770610809326,
21,11099,0.23082509636878967,
21,11149,0.1844860315322876,
21,11199,0.15994450449943542,
21,11249,0.42666372656822205,
21,11299,0.12432241439819336,
21,11349,0.506727397441864,
21,11351,,0.29336974024772644
22,11399,0.24258878827095032,
22,11449,0.4664387106895447,
22,11499,0.49601802229881287,
22,11549,0.2751266360282898,
22,11599,0.3125447630882263,
22,11649,0.20867569744586945,
22,11699,0.7108320593833923,
22,11749,0.9194501638412476,
22,11799,0.4429168105125427,
22,11849,0.16642406582832336,
22,11867,,0.28960898518562317
23,11899,0.2768556475639343,
23,11949,0.2290082424879074,
23,11999,0.3312973976135254,
23,12049,0.4335806369781494,
23,12099,0.3198980987071991,
23,12149,0.4154179096221924,
23,12199,0.25899940729141235,
23,12249,0.30207523703575134,
23,12299,0.12657123804092407,
23,12349,0.2482762187719345,
23,12383,,0.2757389545440674
24,12399,0.2526642978191376,
24,12449,0.19686907529830933,
24,12499,0.14806142449378967,
24,12549,0.5909590721130371,
24,12599,0.26098063588142395,
24,12649,0.2553829848766327,
24,12699,0.15104326605796814,
24,12749,0.14002786576747894,
24,12799,0.41548851132392883,
24,12849,0.30296069383621216,
24,12899,0.22892513871192932,
24,12899,,0.2750893235206604
25,12949,0.1531979739665985,
25,12999,0.3388565182685852,
25,13049,0.1550242006778717,
25,13099,0.3628392517566681,
25,13149,0.37734532356262207,
25,13199,0.23820166289806366,
25,13249,0.22214776277542114,
