epoch,step,train_loss,train_r2,val_loss,val_r2
16,2099,0.20038941502571106,0.6929692029953003,,
16,2149,0.30919647216796875,0.6354460716247559,,
16,2192,,,0.22640259563922882,0.7581492066383362
17,2199,0.34028196334838867,0.7006765604019165,,
17,2249,0.2896313965320587,0.5736968517303467,,
17,2299,0.33634263277053833,0.44086605310440063,,
17,2321,,,0.22925080358982086,0.7557895183563232
18,2349,0.3290146589279175,0.7595188617706299,,
18,2399,0.23106905817985535,0.851039469242096,,
18,2449,0.46286413073539734,0.4806050658226013,,
18,2450,,,0.237665593624115,0.7477720379829407
19,2499,0.3690683841705322,0.6585045456886292,,
19,2549,0.2723335027694702,0.7176740169525146,,
19,2579,,,0.3263017237186432,0.6637909412384033
20,2599,0.252106636762619,0.7354329824447632,,
20,2649,0.24565261602401733,0.7934277653694153,,
20,2699,0.16838732361793518,0.8026468753814697,,
20,2708,,,0.2656150162220001,0.7237057089805603
21,2749,0.3712197542190552,0.7320153713226318,,
21,2799,0.1654103547334671,0.8888983726501465,,
21,2837,,,0.264604389667511,0.7240008115768433
22,2849,0.2933792471885681,0.699256181716919,,
22,2899,0.25542688369750977,0.6166355609893799,,
22,2949,0.20213064551353455,0.808779239654541,,
22,2966,,,0.42959505319595337,0.5615020990371704
23,2999,0.23856891691684723,0.7662868499755859,,
23,3049,0.18473777174949646,0.7671131491661072,,
23,3095,,,0.2303774356842041,0.7559292912483215
24,3099,0.23402324318885803,0.7468852996826172,,
24,3149,0.22757533192634583,0.7837343811988831,,
24,3199,0.2638731598854065,0.7074018716812134,,
24,3224,,,0.2270277589559555,0.7577887773513794
25,3249,0.12741415202617645,0.8421525359153748,,
25,3299,0.3996749818325043,0.5050021409988403,,
25,3349,0.21331170201301575,0.8025801777839661,,
25,3353,,,0.392673522233963,0.5968590378761292
26,3399,0.2609599530696869,0.7599118947982788,,
26,3449,0.10204346477985382,0.8677721619606018,,
26,3482,,,0.4073579013347626,0.5821930170059204
27,3499,0.11825723201036453,0.8962794542312622,,
27,3549,0.3062956631183624,0.7895658612251282,,
27,3599,0.27502548694610596,0.6443700790405273,,
27,3611,,,0.24072712659835815,0.7457188963890076
28,3649,0.1440572738647461,0.8298299312591553,,
28,3699,0.3362114131450653,0.5278064012527466,,
28,3740,,,0.22278694808483124,0.7627127170562744
29,3749,0.22811567783355713,0.7474400401115417,,
29,3799,0.15951356291770935,0.8806537985801697,,
29,3849,0.36043596267700195,0.6395360231399536,,
29,3869,,,0.222127303481102,0.7636174559593201
30,3899,0.15946611762046814,0.7805395722389221,,
30,3949,0.31273290514945984,0.7404130101203918,,
30,3998,,,0.5407711863517761,0.44877132773399353
31,3999,0.2565620243549347,0.7545446157455444,,
31,4049,0.1880808174610138,0.8330881595611572,,
31,4099,0.12954507768154144,0.791421115398407,,
31,4127,,,0.4089430868625641,0.5809997916221619
32,4149,0.5605508685112,-0.07160675525665283,,
32,4199,0.3730642795562744,0.4814158082008362,,
32,4249,0.22879694402217865,0.7297828197479248,,
32,4256,,,0.21887047588825226,0.7658742070198059
33,4299,0.19281740486621857,0.8342318534851074,,
33,4349,0.47061485052108765,-0.43143248558044434,,
33,4385,,,0.2150508612394333,0.7697672843933105
34,4399,0.25025632977485657,0.7660688757896423,,
34,4449,0.1968826949596405,0.8010693192481995,,
34,4499,0.09341654181480408,0.8746106028556824,,
34,4514,,,0.406005322933197,0.584717869758606
35,4549,0.350032240152359,0.6822172403335571,,
35,4599,0.2639014422893524,0.6896985769271851,,
35,4643,,,0.2150362730026245,0.770599901676178
36,4649,0.24201750755310059,0.7834200859069824,,
36,4699,0.148618683218956,0.876154363155365,,
36,4749,0.3896884620189667,0.7043848633766174,,
36,4772,,,0.47623059153556824,0.5158846378326416
37,4799,0.5100597739219666,0.6744368076324463,,
37,4849,0.7446820735931396,0.6276674866676331,,
37,4899,0.25358444452285767,0.6239334344863892,,
37,4901,,,0.22989928722381592,0.7567403316497803
38,4949,0.2078855186700821,0.8161342144012451,,
38,4999,0.16729526221752167,0.8257628083229065,,
38,5030,,,0.43520089983940125,0.5551549196243286
39,5049,0.23779261112213135,0.6763134002685547,,
39,5099,0.2583373486995697,0.5991559028625488,,
39,5149,0.2805279791355133,0.7731385231018066,,
39,5159,,,0.2678956687450409,0.7201248407363892
40,5199,0.24252037703990936,0.7437329292297363,,
40,5249,0.3580600619316101,0.6882318258285522,,
40,5288,,,0.22589091956615448,0.7600240707397461
41,5299,0.23595783114433289,0.6790769100189209,,
41,5349,0.13158321380615234,0.8370678424835205,,
41,5399,0.16860009729862213,0.8565069437026978,,
41,5417,,,0.2113495171070099,0.7728319764137268
42,5449,0.22753407061100006,0.7738097310066223,,
42,5499,0.1355193555355072,0.8448026776313782,,
42,5546,,,0.22007937729358673,0.7640695571899414
43,5549,0.3408988416194916,0.7317997217178345,,
43,5599,0.2521686553955078,0.5901744365692139,,
43,5649,0.13208751380443573,0.8287925720214844,,
43,5675,,,0.2174481600522995,0.76799076795578
44,5699,0.43089842796325684,0.720739483833313,,
44,5749,0.19305595755577087,0.7841357588768005,,
44,5799,0.3043358325958252,0.49478602409362793,,
44,5804,,,0.32237228751182556,0.667512059211731
45,5849,0.23768910765647888,0.6937524676322937,,
45,5899,0.22239983081817627,0.6484281420707703,,
45,5933,,,0.28039658069610596,0.7090618014335632
46,5949,0.13030505180358887,0.8228864669799805,,
46,5999,0.2245439738035202,0.7947818636894226,,
46,6049,0.30529195070266724,0.5094704627990723,,
46,6062,,,0.242784321308136,0.7428131699562073
47,6099,0.2460135519504547,0.7580244541168213,,
47,6149,0.3123413920402527,0.5753449201583862,,
47,6191,,,0.22222866117954254,0.7640683054924011
48,6199,0.17368945479393005,0.7645988464355469,,
48,6249,0.15222907066345215,0.8352426290512085,,
48,6299,0.2557501792907715,0.7622085809707642,,
48,6320,,,0.5288059711456299,0.45999079942703247
49,6349,0.11607228219509125,0.8258957266807556,,
49,6399,0.5449652671813965,0.6692792177200317,,
49,6449,0.3589923679828644,0.6762372255325317,,
49,6449,,,0.4067420959472656,0.5835157632827759
50,6499,0.09928490221500397,0.893231987953186,,
50,6549,0.23522034287452698,0.7512372732162476,,
50,6578,,,0.4829236567020416,0.5071041584014893
51,6599,0.15800581872463226,0.8238707780838013,,
51,6649,0.20548154413700104,0.8066429495811462,,
51,6699,0.36839622259140015,0.5033669471740723,,
51,6707,,,0.3565790057182312,0.6337825059890747
52,6749,0.23802751302719116,0.7057355642318726,,
52,6799,0.2603222131729126,0.7245643138885498,,
52,6836,,,0.20934660732746124,0.774202823638916
53,6849,0.3917354941368103,0.7072677612304688,,
53,6899,0.2319863885641098,0.8048962354660034,,
53,6949,0.21874316036701202,0.7868617177009583,,
53,6965,,,0.5424841642379761,0.44760605692863464
54,6999,0.2331324964761734,0.8186661005020142,,
54,7049,0.169863760471344,0.75489342212677,,
54,7094,,,0.21663551032543182,0.7665776610374451
55,7099,0.1306457668542862,0.8275176286697388,,
55,7149,0.11868959665298462,0.8802334070205688,,
55,7199,0.2956818640232086,0.6915290355682373,,
55,7223,,,0.21586118638515472,0.7663466930389404
56,7249,0.44156572222709656,0.6494902968406677,,
56,7299,0.24983742833137512,0.6711663007736206,,
56,7349,0.1869983822107315,0.7106373310089111,,
56,7352,,,0.21849453449249268,0.7671410441398621
57,7399,0.2205275595188141,0.6063248515129089,,
57,7449,0.25243061780929565,0.5891081094741821,,
57,7481,,,0.21861983835697174,0.768144428730011
58,7499,0.43146762251853943,0.6303256154060364,,
58,7549,0.44293007254600525,0.698062539100647,,
58,7599,0.31869906187057495,0.7080224752426147,,
58,7610,,,0.2965090274810791,0.6931437849998474
59,7649,0.18765424191951752,0.811084508895874,,
59,7699,0.2305482029914856,0.723455548286438,,
59,7739,,,0.22962388396263123,0.7575410604476929
60,7749,0.20804794132709503,0.8003871440887451,,
60,7799,0.1131402850151062,0.8738487958908081,,
60,7849,0.2306567281484604,0.7063170671463013,,
60,7868,,,0.26227858662605286,0.7264148592948914
61,7899,0.31058672070503235,0.5423194766044617,,
61,7949,0.2449411302804947,0.6885010600090027,,
61,7997,,,0.21812011301517487,0.7686408758163452
62,7999,0.4832156300544739,0.3753538727760315,,
62,8049,0.27387526631355286,0.7356223464012146,,
62,8099,0.1360272467136383,0.8260107040405273,,
62,8126,,,0.47909486293792725,0.5113670825958252
63,8149,0.637615978717804,0.4540276527404785,,
63,8199,0.20169156789779663,0.6806914210319519,,
63,8249,0.3418659269809723,0.4960070848464966,,
63,8255,,,0.23726733028888702,0.750765860080719
64,8299,0.1616104692220688,0.7986118197441101,,
64,8349,0.3383362293243408,0.5573168992996216,,
64,8384,,,0.4903506338596344,0.49993932247161865
65,8399,0.2655610144138336,0.7399914264678955,,
65,8449,0.321225106716156,0.5137207508087158,,
65,8499,0.25615590810775757,0.5379009246826172,,
65,8513,,,0.4217168688774109,0.5685930252075195
66,8549,0.40590524673461914,0.7390443682670593,,
66,8599,0.36025434732437134,0.643571138381958,,
66,8642,,,0.21061855554580688,0.7738041281700134
67,8649,0.1299811452627182,0.8521976470947266,,
67,8699,0.11846058815717697,0.8784557580947876,,
67,8749,0.22282570600509644,0.7751814126968384,,
67,8771,,,0.3186459243297577,0.6717939972877502
68,8799,0.34136027097702026,0.7451103925704956,,
68,8849,0.2816605567932129,0.75336754322052,,
68,8899,0.31061995029449463,0.6836163997650146,,
68,8900,,,0.2206127941608429,0.7665127515792847
69,8949,0.22788389027118683,0.8114103078842163,,
69,8999,0.347574919462204,0.6668757796287537,,
69,9029,,,0.22817572951316833,0.7584909796714783
70,9049,0.08260384202003479,0.902380108833313,,
70,9099,0.40832486748695374,0.5870858430862427,,
70,9149,0.1543601155281067,0.7104842066764832,,
70,9158,,,0.21619945764541626,0.7696651816368103
71,9199,0.23355577886104584,0.7636404037475586,,
71,9249,0.1901054084300995,0.705879807472229,,
71,9287,,,0.21030005812644958,0.7756360173225403
72,9299,0.21050748229026794,0.8039777874946594,,
72,9349,0.3741225600242615,0.5238943099975586,,
72,9399,0.23441776633262634,0.792252779006958,,
72,9416,,,0.23908631503582,0.7484939098358154
73,9449,0.4630906879901886,0.6351081132888794,,
73,9499,0.11807675659656525,0.8806333541870117,,
73,9545,,,0.2134644091129303,0.7719606757164001
74,9549,0.21994200348854065,0.7799615859985352,,
74,9599,0.1487993746995926,0.7774981260299683,,
74,9649,0.5237964987754822,0.6527557373046875,,
74,9674,,,0.3660036623477936,0.6246162056922913
75,9699,0.30463171005249023,0.7787410616874695,,
75,9749,0.35847556591033936,0.6459410190582275,,
75,9799,0.3506847620010376,0.635116457939148,,
75,9803,,,0.43651437759399414,0.5543507933616638
76,9849,0.1695733368396759,0.7932248115539551,,
76,9899,0.19688192009925842,0.6512121558189392,,
76,9932,,,0.4999116361141205,0.49066442251205444
77,9949,0.23175126314163208,0.8098249435424805,,
77,9999,0.21590080857276917,0.7956269979476929,,
77,10049,0.1833607405424118,0.7900183200836182,,
77,10061,,,0.2225269228219986,0.7649858593940735
78,10099,0.3745347261428833,0.5648770332336426,,
78,10149,0.42183446884155273,0.5711652636528015,,
78,10190,,,0.35414183139801025,0.6363637447357178
79,10199,0.45556944608688354,0.5852691531181335,,
79,10249,0.25903600454330444,0.7501732707023621,,
79,10299,0.3739612102508545,0.7086803913116455,,
79,10319,,,0.21198950707912445,0.7710567712783813
80,10349,0.19931000471115112,0.8465743064880371,,
80,10399,0.24464528262615204,0.7561718225479126,,
80,10448,,,0.21224844455718994,0.7727749943733215
81,10449,0.27458736300468445,0.7669808864593506,,
81,10499,0.27890241146087646,0.7848721742630005,,
81,10549,0.3336058557033539,0.7714341878890991,,
81,10577,,,0.25790145993232727,0.7303944826126099
82,10599,0.18842953443527222,0.6931096315383911,,
82,10649,0.24952451884746552,0.8292928338050842,,
82,10699,0.42165982723236084,0.6424403190612793,,
82,10706,,,0.3519115447998047,0.6389164328575134
83,10749,0.27936187386512756,0.678735613822937,,
83,10799,0.2782994508743286,0.7103568315505981,,
83,10835,,,0.21416598558425903,0.7713220119476318
84,10849,0.3414922058582306,0.7259188294410706,,
84,10899,0.14724507927894592,0.7989667654037476,,
84,10949,0.33895471692085266,0.6694502830505371,,
84,10964,,,0.21699409186840057,0.7697154879570007
85,10999,0.2038591206073761,0.7685723304748535,,
85,11049,0.2923074960708618,0.6538242101669312,,
85,11093,,,0.42277806997299194,0.5675203800201416
86,11099,0.14031708240509033,0.834547758102417,,
86,11149,0.29472604393959045,0.7544851303100586,,
86,11199,0.2652709484100342,0.7648988962173462,,
86,11222,,,0.37074607610702515,0.6199937462806702
87,11249,0.35319069027900696,0.5129892826080322,,
87,11299,0.29846465587615967,0.4647688865661621,,
87,11349,0.17957815527915955,0.7782691717147827,,
87,11351,,,0.4959760904312134,0.49448806047439575
88,11399,0.2101253867149353,0.8506292104721069,,
88,11449,0.12414932250976562,0.8995854258537292,,
88,11480,,,0.21417799592018127,0.7726127505302429
89,11499,0.13198933005332947,0.8762644529342651,,
89,11549,0.22423407435417175,0.7610087394714355,,
89,11599,0.2963750958442688,0.7609722018241882,,
89,11609,,,0.20806273818016052,0.7769868969917297
90,11649,0.122967928647995,0.834831953048706,,
90,11699,0.1688918024301529,0.8333989381790161,,
90,11738,,,0.40502750873565674,0.585710346698761
91,11749,0.3211098611354828,0.697693943977356,,
91,11799,0.20606514811515808,0.8426483273506165,,
91,11849,0.33204638957977295,0.7249762415885925,,
91,11867,,,0.49161505699157715,0.4981238842010498
92,11899,0.25796353816986084,0.63353431224823,,
92,11949,0.32012873888015747,0.6067534685134888,,
92,11996,,,0.21270635724067688,0.7713583707809448
93,11999,0.18796992301940918,0.7740709781646729,,
93,12049,0.35082969069480896,0.7358400821685791,,
93,12099,0.15251892805099487,0.8466650247573853,,
93,12125,,,0.3366265594959259,0.6539327502250671
94,12149,0.16594533622264862,0.7119206190109253,,
94,12199,0.14519377052783966,0.8275707960128784,,
94,12249,0.13690204918384552,0.8385027050971985,,
94,12254,,,0.26019400358200073,0.7286394238471985
95,12299,0.3722117841243744,0.6593083143234253,,
95,12349,0.15911465883255005,0.8728419542312622,,
95,12383,,,0.23510786890983582,0.753426730632782
96,12399,0.15339943766593933,0.8647733926773071,,
96,12449,0.1940900832414627,0.7647120356559753,,
96,12499,0.13815636932849884,0.8414601683616638,,
96,12512,,,0.207335963845253,0.7781907916069031
97,12549,0.5243313908576965,0.5969342589378357,,
97,12599,0.24894188344478607,0.8398531079292297,,
97,12641,,,0.24589191377162933,0.7427335977554321
98,12649,0.5245765447616577,0.6747602224349976,,
98,12699,0.23496992886066437,0.7592214345932007,,
98,12749,0.2929527461528778,0.15612506866455078,,
98,12770,,,0.42546239495277405,0.5651460886001587
99,12799,0.25194939970970154,0.6785078048706055,,
99,12849,0.16797484457492828,0.8819960355758667,,
99,12899,0.26022350788116455,0.7506334185600281,,
99,12899,,,0.2156624048948288,0.7701333165168762
100,12949,0.13475187122821808,0.8698512315750122,,
100,12999,0.20316863059997559,0.6434659957885742,,
100,13028,,,0.2228785753250122,0.764234721660614
101,13049,0.31055188179016113,0.6793895363807678,,
101,13099,0.2305416464805603,0.8209422826766968,,
101,13149,0.23827126622200012,0.8017551898956299,,
101,13157,,,0.22078660130500793,0.7635639905929565
102,13199,0.0862191766500473,0.9107059240341187,,
102,13249,0.24567577242851257,0.7722618579864502,,
102,13286,,,0.4813021123409271,0.5088980197906494
103,13299,0.28284141421318054,0.7031243443489075,,
103,13349,0.2721993625164032,0.5617119669914246,,
103,13399,0.6408875584602356,0.4220055341720581,,
103,13415,,,0.49247580766677856,0.49812695384025574
104,13449,0.3736230134963989,0.3016871213912964,,
104,13499,0.2614594101905823,0.7345492839813232,,
104,13544,,,0.5615717768669128,0.4291706085205078
105,13549,0.39040103554725647,0.45659875869750977,,
105,13599,0.3544335961341858,0.6165229678153992,,
105,13649,0.2147725522518158,0.8170607089996338,,
105,13673,,,0.3885185122489929,0.6019998788833618
106,13699,0.4063948392868042,0.5771657824516296,,
106,13749,0.23879370093345642,0.7929263114929199,,
106,13799,0.17622001469135284,0.8557507991790771,,
106,13802,,,0.21170571446418762,0.7741719484329224
107,13849,0.35993868112564087,0.6076211333274841,,
107,13899,0.2279006987810135,0.6891440749168396,,
107,13931,,,0.21762239933013916,0.7694037556648254
108,13949,0.2235254943370819,0.7820250988006592,,
108,13999,0.15975981950759888,0.8701291084289551,,
108,14049,0.1950736939907074,0.7818858623504639,,
108,14060,,,0.25615841150283813,0.7293778657913208
109,14099,0.23785990476608276,0.7912418842315674,,
109,14149,0.3371706008911133,0.7491738200187683,,
109,14189,,,0.2245684266090393,0.7632943987846375
110,14199,0.17976020276546478,0.8520679473876953,,
110,14249,0.21160128712654114,0.800286054611206,,
110,14299,0.5156378149986267,0.6033910512924194,,
110,14318,,,0.21611063182353973,0.7682955861091614
111,14349,0.23404020071029663,0.7922816276550293,,
111,14399,0.4420328736305237,0.7147595882415771,,
111,14447,,,0.31118065118789673,0.6790167689323425
112,14449,0.08069716393947601,0.9221863150596619,,
112,14499,0.08157618343830109,0.9209816455841064,,
112,14549,0.3129343092441559,0.6518928408622742,,
112,14576,,,0.3947799503803253,0.5958764553070068
113,14599,0.22310344874858856,0.7939779758453369,,
113,14649,0.17392705380916595,0.8117688894271851,,
113,14699,0.2795073091983795,0.6371089220046997,,
113,14705,,,0.22265218198299408,0.7641623020172119
114,14749,0.1398387998342514,0.8452223539352417,,
114,14799,0.3437712788581848,0.6276800632476807,,
114,14834,,,0.5046901106834412,0.48636260628700256
115,14849,0.2496735006570816,0.7783142328262329,,
115,14899,0.501919150352478,0.6406936049461365,,
115,14949,0.1649174839258194,0.7820783257484436,,
115,14963,,,0.29457154870033264,0.6955705285072327
116,14999,0.31330931186676025,0.7705053091049194,,
116,15049,0.129893496632576,0.8312444686889648,,
116,15092,,,0.35009995102882385,0.6401129961013794
117,15099,0.18390804529190063,0.8135229349136353,,
117,15149,0.4536559283733368,0.6521719694137573,,
117,15199,0.2740238308906555,0.6370254755020142,,
117,15221,,,0.4043847620487213,0.586247980594635
118,15249,0.14987775683403015,0.8568712472915649,,
118,15299,0.29071682691574097,0.6500352621078491,,
118,15349,0.058853402733802795,0.9258072376251221,,
118,15350,,,0.23115698993206024,0.7566914558410645
119,15399,0.28752511739730835,0.6494389772415161,,
119,15449,0.39243802428245544,0.5930359363555908,,
119,15479,,,0.4966199994087219,0.4934605062007904
120,15499,0.15772423148155212,0.8044643402099609,,
120,15549,0.16083364188671112,0.7543981671333313,,
120,15599,0.13425284624099731,0.8424767851829529,,
120,15608,,,0.2167501449584961,0.7685008645057678
121,15649,0.1750440150499344,0.8213554620742798,,
121,15699,0.22034169733524323,0.8421904444694519,,
121,15737,,,0.21816124022006989,0.7669193148612976
122,15749,0.17808687686920166,0.7463439702987671,,
122,15799,0.18312329053878784,0.7763468027114868,,
122,15849,0.2602481544017792,0.7877548933029175,,
122,15866,,,0.3048734664916992,0.6851721405982971
123,15899,0.23494860529899597,0.7951263785362244,,
123,15949,0.13914284110069275,0.7916263937950134,,
123,15995,,,0.21150381863117218,0.7711231112480164
124,15999,0.12314300239086151,0.8824995756149292,,
124,16049,0.1699742078781128,0.812308132648468,,
124,16099,0.20117926597595215,0.6916928291320801,,
124,16124,,,0.24287420511245728,0.7451778650283813
125,16149,0.34372150897979736,0.6577111482620239,,
125,16199,0.16918830573558807,0.8582408428192139,,
125,16249,0.19090797007083893,0.5715500712394714,,
125,16253,,,0.2418348640203476,0.7448982000350952
126,16299,0.25554853677749634,0.6796339154243469,,
126,16349,0.19308800995349884,0.777490496635437,,
126,16382,,,0.5793622732162476,0.4122622311115265
127,16399,0.28026920557022095,0.7422163486480713,,
127,16449,0.2783343195915222,0.77198326587677,,
127,16499,0.33338677883148193,0.5977972745895386,,
127,16511,,,0.275227427482605,0.7141820788383484
128,16549,0.29229819774627686,0.6796654462814331,,
128,16599,0.14614856243133545,0.8265606760978699,,
128,16640,,,0.2221757024526596,0.7642876505851746
129,16649,0.33517807722091675,0.6334095001220703,,
129,16699,0.11883324384689331,0.8243759870529175,,
129,16749,0.27913814783096313,0.7474176287651062,,
129,16769,,,0.2251189947128296,0.7619194984436035
130,16799,0.16301262378692627,0.8000525236129761,,
130,16849,0.2288305014371872,0.7668584585189819,,
130,16898,,,0.2657769024372101,0.7235453724861145
131,16899,0.1053028255701065,0.9085503220558167,,
131,16949,0.18691256642341614,0.8199896812438965,,
131,16999,0.41063061356544495,0.6720041036605835,,
131,17027,,,0.5273510813713074,0.4630226194858551
132,17049,0.26667606830596924,0.7324670553207397,,
132,17099,0.16901206970214844,0.8595890998840332,,
132,17149,0.4254566431045532,0.573501706123352,,
132,17156,,,0.5625118613243103,0.427500456571579
133,17199,0.5606418251991272,0.6380280256271362,,
133,17249,0.2489747405052185,0.8195079565048218,,
133,17285,,,0.28959921002388,0.6996357440948486
134,17299,0.2201111763715744,0.8058866262435913,,
134,17349,0.14650443196296692,0.8650325536727905,,
134,17399,0.22929628193378448,0.706566333770752,,
134,17414,,,0.22186163067817688,0.7633218169212341
135,17449,0.24604645371437073,0.8244330883026123,,
135,17499,0.2832188308238983,0.7676602602005005,,
135,17543,,,0.21090801060199738,0.7742180228233337
136,17549,0.4345627427101135,0.6693284511566162,,
136,17599,0.24799641966819763,0.793445348739624,,
136,17649,0.21255846321582794,0.7674447298049927,,
136,17672,,,0.21282069385051727,0.7732535004615784
137,17699,0.36798977851867676,0.7219957113265991,,
137,17749,0.08373261243104935,0.8815003633499146,,
137,17799,0.1322244107723236,0.8804874420166016,,
137,17801,,,0.2800385653972626,0.7090840339660645
138,17849,0.28806155920028687,0.674537181854248,,
138,17899,0.32653144001960754,0.7610020637512207,,
138,17930,,,0.2171132117509842,0.7698371410369873
139,17949,0.10732616484165192,0.901561975479126,,
139,17999,0.38444533944129944,0.7774615287780762,,
139,18049,0.34346356987953186,0.8078176975250244,,
139,18059,,,0.21577969193458557,0.7695990800857544
140,18099,0.2141616940498352,0.7110431790351868,,
140,18149,0.35337942838668823,0.6138314604759216,,
140,18188,,,0.3154016435146332,0.6744937300682068
141,18199,0.32678645849227905,0.616740345954895,,
141,18249,0.28435173630714417,0.7226002812385559,,
141,18299,0.278145968914032,0.7521873712539673,,
141,18317,,,0.24164149165153503,0.7468082904815674
142,18349,0.12102850526571274,0.8701941967010498,,
142,18399,0.15026696026325226,0.8325713276863098,,
142,18446,,,0.2089090645313263,0.7759909629821777
143,18449,0.16525894403457642,0.7934519648551941,,
143,18499,0.45422086119651794,0.6595593690872192,,
143,18549,0.564358651638031,0.644396960735321,,
143,18575,,,0.2176823914051056,0.7673386931419373
144,18599,0.25889188051223755,0.7589715719223022,,
144,18649,0.23619161546230316,0.7762364149093628,,
144,18699,0.38359567523002625,0.3730658292770386,,
144,18704,,,0.2186155766248703,0.768611490726471
145,18749,0.3477266728878021,0.6476136445999146,,
145,18799,0.4844701588153839,0.15190505981445312,,
145,18833,,,0.22605502605438232,0.7616891264915466
146,18849,0.15186330676078796,0.8461720943450928,,
146,18899,0.4072326123714447,0.5395922660827637,,
146,18949,0.1753605157136917,0.8346437811851501,,
146,18962,,,0.22856734693050385,0.7567261457443237
